"hour","datetime","funny_total","funny_online","askscience_total","askscience_online","TodayILearned_total","TodayILearned_online","gonewild_total","gonewild_online","firstworldanarchists_total","firstworldanarchists_online","buildapc_total","buildapc_online","dataisbeautiful_total","dataisbeautiful_online","calvinandhobbes_total","calvinandhobbes_online","sixworldstories_total","sixworldstories_online","ExplainLikeIAmA_total","ExplainLikeIAmA_online"
"1157","2/18 5:0","5366647","30020","1989667","3052","5045926","8323","560362","4630","191748","101","182748","833","157221","235","75638","30","18815","19","84486","73"
"1158","2/18 6:0","5367012","24087","1990018","4037","5046274","7618","560400","3898","191751","93","182758","659","157247","200","75639","37","18815","13","84488","78"
"1159","2/18 7:0","5367290","19001","1990316","3291","5046592","6197","560441","3254","191759","74","182768","520","157265","183","75642","28","18815","10","84487","74"
"1160","2/18 8:0","5367533","14136","1990569","2417","5046838","5289","560470","2571","191761","55","182776","422","157290","120","75643","24","18814","13","84487","74"
"1161","2/18 9:0","5367725","11209","1990782","1824","5047042","4429","560487","2020","191761","44","182784","343","157302","105","75643","24","18814","8","84487","44"
"1162","2/18 10:0","5367910","9404","1990978","1512","5047238","3530","560493","1609","191762","28","182786","302","157317","111","75642","28","18817","10","84487","37"
"1163","2/18 11:0","5368074","8508","1991152","1596","5047411","3287","560505","1574","191762","34","182791","346","157332","105","75644","20","18820","11","84485","29"
"1164","2/18 12:0","5368224","9864","1991319","1854","5047579","3725","560512","1873","191765","54","182795","398","157346","136","75646","15","18820","11","84485","44"
"1165","2/18 13:0","5368401","12837","1991511","2207","5047769","4891","560520","2437","191764","55","182799","516","157360","144","75646","14","18821","15","84486","44"
"1166","2/18 14:0","5368583","14799","1991722","2640","5047967","6804","560522","2867","191767","131","182807","557","157369","140","75646","21","18821","9","84486","51"
"1167","2/18 15:0","5368852","16741","1991994","2645","5048242","8799","560540","3914","191767","149","182815","650","157374","139","75649","17","18822","12","84484","68"
"1168","2/18 16:0","5369125","19937","1992272","3730","5048552","7694","560553","3750","191649","268","182827","733","157386","164","75648","20","18824","8","84482","79"
"1169","2/18 17:0","5369402","20421","1992556","3243","5048832","9043","560551","2990","191773","206","182838","696","157397","151","75651","33","18825","16","84482","82"
"1170","2/18 18:0","5369694","22266","1992883","2946","5049157","8677","560568","2926","191778","185","182845","759","157403","147","75653","43","18825","20","84482","66"
"1171","2/18 19:0","5370032","20618","1993227","2617","5049505","7455","560598","2840","191778","220","182852","761","157404","147","75651","36","18824","19","84480","85"
"1172","2/18 20:0","5370375","20696","1993587","2312","5049853","6339","560617","2716","191784","236","182871","737","157414","172","75652","38","18824","21","84478","79"
"1173","2/18 21:0","5370711","24626","1993929","2147","5050219","5697","560633","2893","191787","213","182885","795","157419","378","75653","27","18823","20","84481","92"
"1174","2/18 22:0","5371050","22983","1994274","2024","5050581","4649","560645","3265","191792","235","182900","821","157436","484","75655","28","18824","15","84483","88"
"1175","2/18 23:0","5371461","25564","1994696","2045","5051005","6894","560673","3557","191803","203","182917","722","157447","588","75657","30","18823","21","84486","85"
"1176","2/19 0:0","5371794","33625","1995056","1924","5051356","9858","560700","3521","191808","193","182927","722","157458","588","75660","25","18823","17","84484","100"
"1177","2/19 1:0","5372139","30832","1995417","1841","5051716","8420","560728","3572","191813","174","182940","774","157476","670","75662","31","18822","18","84486","84"
"1178","2/19 2:0","5372545","26628","1995832","1848","5052146","7928","560765","3428","191828","176","182951","820","157499","594","75662","28","18823","17","84486","83"
"1179","2/19 3:0","5372935","24930","1996225","2068","5052560","7553","560800","3629","191832","152","182963","915","157522","490","75664","26","18823","22","84489","110"
"1180","2/19 4:0","5373334","22666","1996640","2381","5052966","8006","560832","4116","191839","137","182981","944","157539","425","75666","29","18822","23","84494","80"
"1181","2/19 5:0","5373749","21622","1997056","1669","5053393","8332","560847","4156","191838","141","183022","849","157550","331","75671","26","18821","14","84493","90"
"1182","2/19 6:0","5374069","18132","1997392","1629","5053728","10048","560874","3870","191843","121","183100","825","157558","231","75673","25","18819","12","84494","90"
"1183","2/19 7:0","5374372","14876","1997703","1582","5054046","10472","560901","3707","191849","100","183152","593","157565","252","75675","18","18820","16","84496","76"
"1184","2/19 8:0","5374647","12005","1997995","1589","5054328","7246","560920","2836","191850","83","183179","485","157574","143","75678","12","18821","13","84495","73"
"1185","2/19 9:0","5374867","8682","1998217","1771","5054562","6020","560945","2261","191849","66","183205","377","157577","130","75679","13","18822","14","84494","50"
"1186","2/19 10:0","5375091","7386","1998444","1798","5054793","4813","560957","1783","191854","54","183220","351","157580","119","75678","12","18823","13","84492","37"
"1187","2/19 11:0","5375289","6951","1998636","1482","5054996","4404","560969","1785","191854","41","183235","342","157582","106","75682","12","18825","10","84492","30"
"1188","2/19 12:0","5375449","8951","1998810","1578","5055165","5095","560979","2070","191858","52","183257","293","157588","112","75682","13","18825","13","84493","42"
"1189","2/19 13:0","5375609","12241","1998979","1858","5055341","5452","561011","2632","191861","76","183274","374","157594","149","75683","9","18826","18","84495","50"
"1190","2/19 14:0","5375802","11000","1999179","2187","5055552","6246","561027","2857","191864","104","183290","571","157598","134","75684","18","18825","24","84495","47"
"1191","2/19 15:0","5376085","12238","1999476","2340","5055839","8153","561053","2975","191870","145","183298","627","157604","158","75687","21","18825","18","84498","61"
"1192","2/19 16:0","5376382","13980","1999793","2425","5056154","12495","561077","3142","191874","154","183321","803","157611","155","75687","12","18826","15","84498","62"
"1193","2/19 17:0","5376709","19023","2000128","2420","5056496","10467","561094","3119","191881","171","183332","824","157620","149","75687","15","18828","18","84499","83"
"1194","2/19 18:0","5377049","22851","2000478","2387","5056852","8437","561108","3064","191884","164","183347","864","157630","191","75690","33","18829","12","84498","123"
"1195","2/19 19:0","5377381","21457","2000827","3256","5057194","9477","561127","2972","191888","131","183362","763","157642","166","75690","38","18828","17","84497","128"
"1196","2/19 20:0","5377716","19091","2001192","4239","5057539","6804","561168","3424","191898","130","183373","760","157654","184","75692","24","18829","21","84497","125"
"1197","2/19 21:0","5378067","20460","2001577","3908","5057919","6365","561211","3269","191905","122","183387","854","157665","267","75693","36","18828","19","84495","146"
"1198","2/19 22:0","5378455","22542","2001978","3626","5058333","6139","561247","3600","191907","109","183405","882","157676","496","75697","33","18827","30","84497","152"
"1199","2/19 23:0","5378849","26806","2002376","3345","5058740","6784","561284","3939","191916","125","183423","742","157687","469","75698","29","18829","25","84499","160"
"1200","2/20 0:0","5379257","25530","2002785","3178","5059169","8409","561305","3746","191918","106","183433","712","157694","407","75700","30","18829","17","84497","181"
"1201","2/20 1:0","5379650","26299","2003180","2454","5059565","11392","561332","3615","191931","104","183451","726","157702","358","75705","32","18831","22","84499","166"
"1202","2/20 2:0","5380008","29339","2003554","2438","5059940","11487","561360","3609","191937","71","183460","656","157708","293","75705","32","18830","23","84500","204"
"1203","2/20 3:0","5380379","26368","2003949","2196","5060336","9703","561391","3735","191951","89","183470","680","157719","264","75706","37","18833","17","84499","175"
"1204","2/20 4:0","5380753","26927","2004346","2079","5060740","8415","561418","4180","191968","80","183484","690","157726","228","75712","28","18833","19","84497","176"
"1205","2/20 5:0","5381144","23444","2004762","2034","5061152","7258","561450","4325","191972","65","183497","594","157737","220","75712","30","18834","22","84498","150"
"1206","2/20 6:0","5381454","20350","2005090","1753","5061481","6080","561490","3921","191976","66","183508","518","157744","183","75714","14","18833","14","84500","206"
"1207","2/20 7:0","5381690","16998","2005336","1485","5061730","5795","561498","3210","191984","41","183518","393","157751","158","75715","14","18836","16","84507","876"
"1208","2/20 8:0","5381913","14243","2005566","1216","5061963","4631","561520","2581","191986","39","183519","348","157751","123","75717","19","18835","9","84547","4063"
"1209","2/20 9:0","5382164","11074","2005815","1026","5062224","3782","561538","1955","191988","33","183522","305","157751","102","75717","9","18835","9","84630","3820"
"1210","2/20 10:0","5382377","9062","2006030","881","5062440","3450","561545","1613","191994","27","183529","259","157756","87","75718","8","18835","10","84704","3933"
"1211","2/20 11:0","5382511","9180","2006171","809","5062592","3463","561564","1608","192000","29","183539","297","157763","82","75719","12","18836","6","84795","4420"
"1213","2/20 13:0","5382838","14111","2006507","1146","5062950","5657","561592","2460","192004","27","183546","400","157768","121","75717","11","18836","7","84989","7092"
"1214","2/20 14:0","5383072","15162","2006745","1701","5063191","10233","561590","2663","192005","33","183548","501","157773","137","75718","11","18836","13","85110","7921"
"1215","2/20 15:0","5383317","16558","2007007","4043","5063452","10685","561594","2637","191649","268","183559","648","157779","166","75719","9","18838","13","85232","6858"
"1216","2/20 16:0","5383603","23485","2007325","3497","5063755","9028","561607","2766","192013","112","183564","679","157788","159","75718","20","18839","10","85339","5857"
"1217","2/20 17:0","5383877","27646","2007604","3226","5064051","9485","561617","2796","192013","148","183577","672","157796","205","75718","20","18841","23","85434","4331"
"1218","2/20 18:0","5384247","28538","2007976","2952","5064437","9727","561637","2726","192017","136","183581","752","157804","435","75719","24","18842","13","85515","3520"
"1219","2/20 19:0","5384602","31775","2008340","2751","5064794","9571","561668","2734","192024","120","183592","890","157886","644","75720","29","18840","15","85587","3234"
"1220","2/20 20:0","5384920","29440","2008672","2315","5065147","9282","561681","2654","192028","114","183603","900","157976","530","75724","15","18837","15","85643","2819"
"1221","2/20 21:0","5385243","29058","2009026","2228","5065495","12959","561701","2962","192030","108","183620","933","158058","565","75726","31","18839","8","85715","2887"
"1222","2/20 22:0","5385650","29709","2009453","2113","5065901","11905","561721","3333","192027","93","183632","988","158134","563","75725","16","18839","15","85780","3140"
